Retailer,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Order Month
Kohl's,New Mexico,Women's Street Footwear,34.0,120,408,163,Outlet,2021,2021-10
Sports Direct,New Mexico,Women's Street Footwear,28.0,120,336,138,Outlet,2021,2021-02
Sports Direct,Georgia,Women's Athletic Footwear,35.0,120,420,193,Outlet,2021,2021-09
Foot Locker,Georgia,Men's Apparel,44.0,120,528,201,Outlet,2021,2021-12
Walmart,Mississippi,Women's Athletic Footwear,16.0,120,192,86,Outlet,2021,2021-09
Walmart,Mississippi,Women's Street Footwear,19.0,120,228,107,Outlet,2021,2021-10
Walmart,Arkansas,Women's Apparel,24.0,120,288,127,Outlet,2021,2021-04
Walmart,Arkansas,Women's Athletic Footwear,35.0,120,420,181,Outlet,2021,2021-07
Sports Direct,Connecticut,Men's Athletic Footwear,38.0,120,456,192,Outlet,2021,2021-07
Foot Locker,Connecticut,Women's Apparel,52.0,120,624,231,Outlet,2021,2021-12
Sports Direct,Massachusetts,Women's Apparel,47.0,120,564,197,Outlet,2021,2021-06
Amazon,Massachusetts,Men's Street Footwear,49.0,120,588,206,Outlet,2021,2021-11
Amazon,Vermont,Women's Apparel,47.0,120,564,259,Outlet,2021,2021-05
Amazon,Vermont,Men's Athletic Footwear,44.0,120,528,264,Outlet,2021,2021-06
Foot Locker,New Hampshire,Women's Apparel,61.0,120,732,300,Outlet,2021,2021-11
Kohl's,California,Men's Apparel,49.0,119,583,385,Online,2021,2021-04
Sports Direct,Texas,Women's Street Footwear,34.0,119,405,174,Online,2021,2021-08
Foot Locker,Pennsylvania,Men's Street Footwear,42.0,119,500,335,Online,2021,2021-10
West Gear,Nevada,Women's Street Footwear,41.0,119,488,259,Online,2020,2020-01
West Gear,Nevada,Women's Street Footwear,59.0,119,702,330,Online,2020,2020-03
Kohl's,Minnesota,Men's Street Footwear,32.0,119,381,221,Online,2020,2020-12
Kohl's,Minnesota,Women's Street Footwear,41.0,119,488,288,Online,2020,2020-12
Kohl's,Montana,Women's Apparel,43.0,119,512,189,Online,2021,2021-01
Kohl's,Montana,Women's Athletic Footwear,39.0,119,464,255,Online,2021,2021-03
Foot Locker,Tennessee,Men's Street Footwear,32.0,119,381,190,Online,2021,2021-05
Foot Locker,Nebraska,Men's Street Footwear,32.0,119,381,206,Online,2021,2021-05
Sports Direct,Alabama,Women's Street Footwear,14.0,119,167,98,Online,2021,2021-08
Sports Direct,Alabama,Women's Athletic Footwear,46.0,119,547,389,Online,2021,2021-09
Walmart,Florida,Women's Street Footwear,59.0,119,702,316,Online,2021,2021-05
Kohl's,Wyoming,Women's Athletic Footwear,33.0,119,393,185,Online,2021,2021-04
Kohl's,Wyoming,Women's Athletic Footwear,41.0,119,488,224,Online,2021,2021-10
Sports Direct,Michigan,Women's Athletic Footwear,34.0,119,405,182,Online,2021,2021-09
West Gear,Oregon,Women's Athletic Footwear,68.0,119,809,372,Online,2021,2021-08
West Gear,Louisiana,Men's Apparel,68.0,119,809,445,Online,2021,2021-11
Foot Locker,Louisiana,Women's Street Footwear,28.0,119,333,133,Online,2021,2021-01
Foot Locker,Idaho,Men's Street Footwear,29.0,119,345,166,Online,2021,2021-01
Foot Locker,Arizona,Women's Apparel,56.0,119,666,247,Online,2021,2021-09
Sports Direct,New Mexico,Men's Apparel,64.0,119,762,343,Online,2021,2021-12
Sports Direct,Georgia,Women's Apparel,68.0,119,809,283,Online,2021,2021-08
Amazon,Kentucky,Men's Street Footwear,41.0,119,488,268,Online,2021,2021-04
Foot Locker,Mississippi,Women's Street Footwear,33.0,119,393,212,Online,2021,2021-05
Walmart,Arkansas,Men's Apparel,55.0,119,655,321,Online,2021,2021-07
Walmart,Arkansas,Women's Apparel,29.0,119,345,186,Online,2021,2021-09
Kohl's,Oklahoma,Men's Athletic Footwear,58.0,119,690,311,Online,2021,2021-12
Kohl's,Kansas,Men's Athletic Footwear,49.0,119,583,292,Online,2021,2021-07
West Gear,West Virginia,Men's Athletic Footwear,37.0,119,440,220,Online,2021,2021-06
Foot Locker,Delaware,Men's Athletic Footwear,47.0,119,559,252,Online,2021,2021-07
Kohl's,New Jersey,Men's Street Footwear,53.0,119,631,290,Online,2021,2021-10
Foot Locker,Connecticut,Men's Street Footwear,34.0,119,405,198,Online,2021,2021-02
Foot Locker,New Hampshire,Men's Street Footwear,64.0,119,762,404,Online,2021,2021-10
West Gear,Nevada,Women's Athletic Footwear,43.0,119,512,169,Outlet,2020,2020-02
West Gear,Nevada,Men's Apparel,46.0,119,547,296,Outlet,2020,2020-03
Foot Locker,Virginia,Men's Street Footwear,28.0,119,333,133,Outlet,2021,2021-10
Foot Locker,Virginia,Women's Street Footwear,39.0,119,464,195,Outlet,2021,2021-10
West Gear,Oregon,Women's Street Footwear,39.0,119,464,181,Outlet,2021,2021-05
West Gear,Oregon,Men's Street Footwear,29.0,119,345,135,Outlet,2021,2021-10
Foot Locker,Arizona,Women's Street Footwear,37.0,119,440,181,Outlet,2021,2021-03
Sports Direct,Georgia,Men's Apparel,47.0,119,559,213,Outlet,2021,2021-11
Sports Direct,Mississippi,Women's Street Footwear,22.0,119,262,110,Outlet,2021,2021-11
Walmart,Arkansas,Women's Street Footwear,27.0,119,321,141,Outlet,2021,2021-05
West Gear,Oklahoma,Women's Apparel,23.0,119,274,129,Outlet,2021,2021-09
Kohl's,Oklahoma,Women's Apparel,17.0,119,202,75,Outlet,2021,2021-01
Foot Locker,Rhode Island,Women's Apparel,43.0,119,512,230,Outlet,2021,2021-06
Amazon,New Hampshire,Men's Apparel,47.0,119,559,207,Outlet,2021,2021-07
Foot Locker,Nebraska,Men's Street Footwear,44.0,118,519,280,Online,2021,2021-06
West Gear,Maryland,Men's Street Footwear,49.0,118,578,301,Online,2021,2021-05
West Gear,Pennsylvania,Men's Athletic Footwear,44.0,117,515,190,Online,2020,2020-01
West Gear,Pennsylvania,Women's Street Footwear,41.0,117,480,259,Online,2020,2020-01
West Gear,Nevada,Women's Athletic Footwear,55.0,117,644,315,Online,2020,2020-02
West Gear,Nevada,Women's Street Footwear,57.0,117,667,333,Online,2020,2020-02
West Gear,Colorado,Men's Street Footwear,36.0,117,421,173,Online,2020,2020-05
West Gear,Washington,Women's Athletic Footwear,69.0,117,807,347,Online,2020,2020-07
Kohl's,Montana,Women's Street Footwear,42.0,117,491,275,Online,2021,2021-02
Foot Locker,Nebraska,Men's Street Footwear,49.0,117,573,287,Online,2021,2021-07
Sports Direct,Alabama,Women's Street Footwear,27.0,117,316,183,Online,2021,2021-08
Amazon,Alabama,Men's Street Footwear,38.0,117,445,222,Online,2021,2021-10
Sports Direct,Virginia,Men's Athletic Footwear,33.0,117,386,201,Online,2021,2021-02
West Gear,Utah,Men's Street Footwear,29.0,117,339,153,Online,2021,2021-02
West Gear,Louisiana,Men's Apparel,92.0,117,1076,614,Online,2021,2021-06
West Gear,Idaho,Men's Apparel,52.0,117,608,262,Online,2021,2021-06
Kohl's,New Mexico,Women's Street Footwear,54.0,117,632,303,Online,2021,2021-11
Sports Direct,New Mexico,Women's Apparel,36.0,117,421,164,Online,2021,2021-01
Foot Locker,Mississippi,Women's Athletic Footwear,43.0,117,503,252,Online,2021,2021-06
Sports Direct,Mississippi,Men's Athletic Footwear,18.0,117,211,95,Online,2021,2021-11
Sports Direct,Mississippi,Women's Athletic Footwear,54.0,117,632,335,Online,2021,2021-11
Sports Direct,Mississippi,Women's Street Footwear,14.0,117,164,84,Online,2021,2021-01
West Gear,Arkansas,Women's Apparel,73.0,117,854,453,Online,2021,2021-11
West Gear,Oklahoma,Men's Athletic Footwear,45.0,117,527,263,Online,2021,2021-07
Kohl's,Kansas,Women's Apparel,58.0,117,679,333,Online,2021,2021-06
Foot Locker,West Virginia,Men's Street Footwear,44.0,117,515,268,Online,2021,2021-11
Sports Direct,Massachusetts,Men's Street Footwear,38.0,117,445,200,Online,2021,2021-04
Amazon,Vermont,Women's Apparel,62.0,117,725,377,Online,2021,2021-06
Foot Locker,New Hampshire,Men's Street Footwear,68.0,117,796,422,Online,2021,2021-11
Foot Locker,New Hampshire,Women's Apparel,74.0,117,866,424,Online,2021,2021-12
Sports Direct,Texas,Women's Athletic Footwear,32.0,116,371,212,Online,2021,2021-08
West Gear,Nevada,Women's Apparel,41.0,116,476,162,Online,2020,2020-01
West Gear,Nevada,Women's Street Footwear,63.0,116,731,417,Online,2020,2020-01
West Gear,Colorado,Women's Apparel,37.0,116,429,116,Online,2020,2020-03
West Gear,Colorado,Women's Street Footwear,51.0,116,592,290,Online,2020,2020-03
West Gear,Colorado,Women's Athletic Footwear,60.0,116,696,334,Online,2020,2020-05
Foot Locker,Minnesota,Men's Street Footwear,39.0,116,452,226,Online,2020,2020-10
Foot Locker,Minnesota,Men's Street Footwear,48.0,116,557,262,Online,2020,2020-11
Kohl's,Montana,Women's Athletic Footwear,41.0,116,476,262,Online,2021,2021-02
Kohl's,Montana,Women's Street Footwear,41.0,116,476,271,Online,2021,2021-02
Foot Locker,Wyoming,Women's Apparel,38.0,116,441,198,Online,2021,2021-01
Sports Direct,Virginia,Women's Athletic Footwear,29.0,116,336,168,Online,2021,2021-01
Sports Direct,Michigan,Women's Athletic Footwear,38.0,116,441,220,Online,2021,2021-10
West Gear,Oregon,Men's Athletic Footwear,41.0,116,476,243,Online,2021,2021-02
West Gear,Louisiana,Women's Street Footwear,56.0,116,650,357,Online,2021,2021-03
West Gear,Idaho,Women's Apparel,33.0,116,383,249,Online,2021,2021-03
Sports Direct,Idaho,Women's Athletic Footwear,55.0,116,638,402,Online,2021,2021-09
Foot Locker,Arizona,Men's Apparel,59.0,116,684,281,Online,2021,2021-08
Kohl's,New Mexico,Women's Street Footwear,55.0,116,638,319,Online,2021,2021-04
Sports Direct,Georgia,Women's Athletic Footwear,51.0,116,592,308,Online,2021,2021-11
Foot Locker,Georgia,Men's Apparel,64.0,116,742,371,Online,2021,2021-12
Amazon,Ohio,Men's Apparel,37.0,116,429,197,Online,2021,2021-10
Amazon,Ohio,Women's Street Footwear,32.0,116,371,186,Online,2021,2021-11
Foot Locker,Mississippi,Men's Apparel,41.0,116,476,224,Online,2021,2021-05
Walmart,Arkansas,Women's Apparel,28.0,116,325,166,Online,2021,2021-04
Walmart,Arkansas,Women's Athletic Footwear,41.0,116,476,257,Online,2021,2021-07
Sports Direct,North Dakota,Men's Street Footwear,49.0,116,568,267,Online,2021,2021-10
West Gear,Indiana,Men's Street Footwear,41.0,116,476,252,Online,2021,2021-10
West Gear,West Virginia,Men's Athletic Footwear,50.0,116,580,307,Online,2021,2021-07
Foot Locker,Rhode Island,Women's Apparel,50.0,116,580,290,Online,2021,2021-07
Amazon,Vermont,Men's Athletic Footwear,53.0,116,615,363,Online,2021,2021-06
Foot Locker,New Hampshire,Women's Apparel,78.0,116,905,425,Online,2021,2021-11
Foot Locker,Pennsylvania,Women's Apparel,50.0,116,580,209,Outlet,2021,2021-12
West Gear,Nevada,Men's Athletic Footwear,46.0,116,534,155,Outlet,2020,2020-01
Sports Direct,Alabama,Women's Athletic Footwear,23.0,116,267,163,Outlet,2021,2021-08
Sports Direct,Alabama,Women's Athletic Footwear,15.0,116,174,104,Outlet,2021,2021-08
Sports Direct,Alabama,Men's Apparel,35.0,116,406,195,Outlet,2021,2021-09
Walmart,Florida,Men's Apparel,47.0,116,545,120,Outlet,2021,2021-10
Foot Locker,Idaho,Women's Athletic Footwear,27.0,116,313,132,Outlet,2021,2021-02
West Gear,Idaho,Women's Athletic Footwear,20.0,116,232,114,Outlet,2021,2021-04
Sports Direct,Idaho,Women's Athletic Footwear,35.0,116,406,215,Outlet,2021,2021-10
Foot Locker,Arizona,Women's Apparel,31.0,116,360,97,Outlet,2021,2021-02
Foot Locker,Arizona,Men's Athletic Footwear,38.0,116,441,194,Outlet,2021,2021-03
Foot Locker,Arizona,Men's Athletic Footwear,36.0,116,418,175,Outlet,2021,2021-05
Foot Locker,Arizona,Women's Athletic Footwear,33.0,116,383,161,Outlet,2021,2021-11
Kohl's,New Mexico,Women's Apparel,56.0,116,650,182,Outlet,2021,2021-04
Foot Locker,Mississippi,Men's Athletic Footwear,20.0,116,232,93,Outlet,2021,2021-04
Foot Locker,Mississippi,Women's Athletic Footwear,24.0,116,278,128,Outlet,2021,2021-05
Walmart,Arkansas,Men's Athletic Footwear,28.0,116,325,136,Outlet,2021,2021-05
Walmart,Arkansas,Men's Apparel,37.0,116,429,167,Outlet,2021,2021-06
West Gear,Arkansas,Men's Athletic Footwear,11.0,116,128,54,Outlet,2021,2021-11
West Gear,Oklahoma,Women's Apparel,33.0,116,383,172,Outlet,2021,2021-05
West Gear,Oklahoma,Men's Apparel,43.0,116,499,205,Outlet,2021,2021-07
Kohl's,Oklahoma,Women's Street Footwear,12.0,116,139,56,Outlet,2021,2021-01
Foot Locker,Connecticut,Women's Apparel,52.0,116,603,235,Outlet,2021,2021-11
Foot Locker,Connecticut,Women's Street Footwear,43.0,116,499,165,Outlet,2021,2021-12
Amazon,Vermont,Women's Street Footwear,34.0,116,394,154,Outlet,2021,2021-08
Amazon,New Hampshire,Men's Athletic Footwear,43.0,116,499,209,Outlet,2021,2021-09
Foot Locker,New Hampshire,Women's Athletic Footwear,49.0,116,568,199,Outlet,2021,2021-12
Foot Locker,Illinois,Men's Street Footwear,56.0,115,644,354,Online,2021,2021-07
West Gear,Nevada,Women's Street Footwear,39.0,115,449,206,Online,2020,2020-03
West Gear,Colorado,Men's Apparel,68.0,115,782,524,Online,2020,2020-05
West Gear,Washington,Men's Athletic Footwear,58.0,115,667,240,Online,2020,2020-06
West Gear,Washington,Women's Street Footwear,60.0,115,690,276,Online,2020,2020-06
West Gear,Washington,Men's Apparel,85.0,115,978,391,Online,2020,2020-07
Kohl's,Montana,Men's Athletic Footwear,41.0,115,472,193,Online,2021,2021-01
Sports Direct,Hawaii,Men's Street Footwear,38.0,115,437,188,Online,2021,2021-01
Sports Direct,Florida,Women's Street Footwear,59.0,115,679,292,Online,2021,2021-03
West Gear,Missouri,Women's Street Footwear,14.0,115,161,72,Online,2021,2021-02
West Gear,Utah,Women's Street Footwear,19.0,115,219,107,Online,2021,2021-06
West Gear,Utah,Women's Athletic Footwear,23.0,115,265,132,Online,2021,2021-07
Kohl's,Arizona,Women's Athletic Footwear,44.0,115,506,228,Online,2021,2021-12
Kohl's,New Mexico,Women's Apparel,69.0,115,794,309,Online,2021,2021-05
Kohl's,New Mexico,Women's Athletic Footwear,55.0,115,633,297,Online,2021,2021-11
Sports Direct,Georgia,Women's Street Footwear,54.0,115,621,292,Online,2021,2021-11
Amazon,Kentucky,Women's Apparel,50.0,115,575,311,Online,2021,2021-07
Foot Locker,Kentucky,Men's Apparel,38.0,115,437,210,Online,2021,2021-01
Walmart,Arkansas,Women's Apparel,19.0,115,219,118,Online,2021,2021-02
West Gear,West Virginia,Women's Apparel,59.0,115,679,353,Online,2021,2021-06
West Gear,West Virginia,Women's Apparel,54.0,115,621,335,Online,2021,2021-08
West Gear,West Virginia,Men's Street Footwear,41.0,115,472,255,Online,2021,2021-10
Foot Locker,Connecticut,Men's Street Footwear,34.0,115,391,180,Online,2021,2021-01
Amazon,Vermont,Men's Athletic Footwear,51.0,115,587,328,Online,2021,2021-07
Amazon,New Hampshire,Women's Apparel,65.0,115,748,344,Online,2021,2021-05
Foot Locker,New Hampshire,Men's Athletic Footwear,59.0,115,679,373,Online,2021,2021-12
Sports Direct,Alabama,Men's Apparel,31.0,114,353,145,Outlet,2021,2021-08
Sports Direct,Florida,Women's Athletic Footwear,42.0,114,479,168,Outlet,2021,2021-03
Foot Locker,Virginia,Women's Street Footwear,41.0,114,467,173,Outlet,2021,2021-04
West Gear,Utah,Men's Apparel,16.0,114,182,75,Outlet,2021,2021-09
West Gear,Oregon,Women's Street Footwear,47.0,114,536,220,Outlet,2021,2021-04
West Gear,Oregon,Women's Athletic Footwear,34.0,114,388,151,Outlet,2021,2021-10
Kohl's,New Mexico,Men's Apparel,41.0,114,467,154,Outlet,2021,2021-10
Sports Direct,Georgia,Women's Athletic Footwear,34.0,114,388,167,Outlet,2021,2021-05
Sports Direct,Georgia,Women's Athletic Footwear,32.0,114,365,161,Outlet,2021,2021-10
Kohl's,Oklahoma,Women's Athletic Footwear,45.0,114,513,231,Outlet,2021,2021-12
Foot Locker,Rhode Island,Men's Athletic Footwear,32.0,114,365,135,Outlet,2021,2021-07
Sports Direct,Massachusetts,Men's Athletic Footwear,36.0,114,410,131,Outlet,2021,2021-06
Amazon,Vermont,Men's Apparel,39.0,114,445,169,Outlet,2021,2021-07
Amazon,New Hampshire,Men's Apparel,47.0,114,536,198,Outlet,2021,2021-06
Foot Locker,New Hampshire,Men's Athletic Footwear,42.0,114,479,206,Outlet,2021,2021-11
Foot Locker,New Hampshire,Women's Street Footwear,51.0,114,581,203,Outlet,2021,2021-11
Foot Locker,New Hampshire,Women's Athletic Footwear,43.0,114,490,167,Outlet,2021,2021-11
Kohl's,California,Men's Apparel,46.0,113,520,353,Online,2021,2021-03
Foot Locker,Pennsylvania,Men's Street Footwear,66.0,113,746,485,Online,2021,2021-12
West Gear,Nevada,Women's Apparel,74.0,113,836,251,Online,2020,2020-02
West Gear,Colorado,Women's Street Footwear,61.0,113,689,345,Online,2020,2020-04
West Gear,Colorado,Women's Street Footwear,60.0,113,678,339,Online,2020,2020-05
West Gear,Washington,Women's Apparel,62.0,113,701,245,Online,2020,2020-07
West Gear,Washington,Women's Street Footwear,56.0,113,633,228,Online,2020,2020-07
Foot Locker,Minnesota,Men's Street Footwear,43.0,113,486,233,Online,2020,2020-12
Kohl's,Montana,Women's Athletic Footwear,36.0,113,407,216,Online,2021,2021-02
Kohl's,Montana,Men's Apparel,51.0,113,576,426,Online,2021,2021-03
Sports Direct,Tennessee,Men's Apparel,51.0,113,576,305,Online,2021,2021-05
Sports Direct,Alabama,Women's Athletic Footwear,18.0,113,203,134,Online,2021,2021-08
Amazon,Maine,Women's Apparel,58.0,113,655,354,Online,2021,2021-12
Amazon,Alaska,Men's Street Footwear,68.0,113,768,361,Online,2021,2021-10
Foot Locker,Alaska,Women's Street Footwear,41.0,113,463,167,Online,2021,2021-01
Walmart,Hawaii,Men's Apparel,83.0,113,938,281,Online,2021,2021-11
Walmart,Florida,Women's Athletic Footwear,51.0,113,576,236,Online,2021,2021-10
Foot Locker,Wyoming,Men's Street Footwear,27.0,113,305,140,Online,2021,2021-02
Foot Locker,Virginia,Men's Street Footwear,46.0,113,520,260,Online,2021,2021-09
Foot Locker,Virginia,Men's Athletic Footwear,52.0,113,588,270,Online,2021,2021-09
Foot Locker,Virginia,Women's Athletic Footwear,52.0,113,588,282,Online,2021,2021-11
Foot Locker,Michigan,Women's Street Footwear,19.0,113,215,97,Online,2021,2021-02
Foot Locker,Missouri,Women's Street Footwear,23.0,113,260,127,Online,2021,2021-06
Foot Locker,Missouri,Men's Athletic Footwear,32.0,113,362,174,Online,2021,2021-12
West Gear,Utah,Women's Street Footwear,29.0,113,328,161,Online,2021,2021-08
West Gear,Utah,Women's Athletic Footwear,19.0,113,215,109,Online,2021,2021-11
West Gear,Utah,Women's Apparel,43.0,113,486,316,Online,2021,2021-11
West Gear,Utah,Women's Street Footwear,29.0,113,328,154,Online,2021,2021-12
Foot Locker,Idaho,Women's Street Footwear,28.0,113,316,155,Online,2021,2021-03
West Gear,Idaho,Women's Athletic Footwear,29.0,113,328,180,Online,2021,2021-04
Foot Locker,Idaho,Men's Athletic Footwear,38.0,113,429,232,Online,2021,2021-02
Foot Locker,Arizona,Men's Athletic Footwear,53.0,113,599,323,Online,2021,2021-05
Foot Locker,Arizona,Women's Street Footwear,54.0,113,610,299,Online,2021,2021-08
Foot Locker,Arizona,Women's Athletic Footwear,41.0,113,463,218,Online,2021,2021-09
Kohl's,New Mexico,Men's Apparel,65.0,113,735,323,Online,2021,2021-11
Sports Direct,Georgia,Women's Street Footwear,49.0,113,554,271,Online,2021,2021-03
Sports Direct,Georgia,Women's Athletic Footwear,53.0,113,599,311,Online,2021,2021-08
Amazon,Ohio,Men's Apparel,37.0,113,418,205,Online,2021,2021-03
Amazon,Ohio,Women's Athletic Footwear,24.0,113,271,138,Online,2021,2021-09
Walmart,Arkansas,Men's Athletic Footwear,38.0,113,429,215,Online,2021,2021-05
Walmart,Arkansas,Men's Apparel,48.0,113,542,266,Online,2021,2021-08
West Gear,Oklahoma,Men's Athletic Footwear,51.0,113,576,271,Online,2021,2021-08
West Gear,Oklahoma,Women's Street Footwear,47.0,113,531,281,Online,2021,2021-08
Kohl's,Kansas,Women's Apparel,52.0,113,588,294,Online,2021,2021-08
Foot Locker,South Dakota,Men's Street Footwear,38.0,113,429,198,Online,2021,2021-04
Sports Direct,North Dakota,Men's Street Footwear,28.0,113,316,155,Online,2021,2021-04
Foot Locker,North Dakota,Men's Street Footwear,27.0,113,305,137,Online,2021,2021-01
West Gear,Wisconsin,Men's Street Footwear,43.0,113,486,204,Online,2021,2021-10
Sports Direct,Maryland,Men's Street Footwear,52.0,113,588,317,Online,2021,2021-10
Sports Direct,Connecticut,Women's Apparel,55.0,113,622,305,Online,2021,2021-05
Sports Direct,Connecticut,Men's Street Footwear,59.0,113,667,367,Online,2021,2021-10
Amazon,Massachusetts,Men's Street Footwear,62.0,113,701,301,Online,2021,2021-11
Amazon,Vermont,Women's Street Footwear,55.0,113,622,292,Online,2021,2021-12
Sports Direct,Texas,Men's Apparel,26.0,113,294,79,Outlet,2021,2021-08
West Gear,Nevada,Women's Street Footwear,47.0,113,531,223,Outlet,2020,2020-02
Sports Direct,Alabama,Women's Athletic Footwear,24.0,113,271,146,Outlet,2021,2021-08
Walmart,Florida,Women's Apparel,57.0,113,644,322,Outlet,2021,2021-04
Foot Locker,Arizona,Women's Athletic Footwear,36.0,113,407,155,Outlet,2021,2021-07
Sports Direct,Georgia,Men's Athletic Footwear,37.0,113,418,184,Outlet,2021,2021-03
Sports Direct,Georgia,Women's Street Footwear,36.0,113,407,151,Outlet,2021,2021-04
Walmart,Arkansas,Men's Apparel,40.0,113,452,167,Outlet,2021,2021-08
West Gear,Oklahoma,Women's Street Footwear,38.0,113,429,202,Outlet,2021,2021-08
Foot Locker,Rhode Island,Men's Street Footwear,37.0,113,418,171,Outlet,2021,2021-10
Amazon,Massachusetts,Men's Athletic Footwear,37.0,113,418,134,Outlet,2021,2021-12
Amazon,New Hampshire,Women's Street Footwear,39.0,113,441,154,Outlet,2021,2021-08
Foot Locker,Illinois,Men's Street Footwear,55.0,112,616,333,Online,2021,2021-07
West Gear,Nevada,Women's Athletic Footwear,58.0,112,650,286,Online,2020,2020-02
West Gear,Nevada,Men's Apparel,69.0,112,773,464,Online,2020,2020-03
West Gear,Colorado,Men's Athletic Footwear,48.0,112,538,183,Online,2020,2020-03
West Gear,Washington,Women's Athletic Footwear,67.0,112,750,300,Online,2020,2020-07
Kohl's,Montana,Women's Apparel,42.0,112,470,183,Online,2021,2021-01
Kohl's,Montana,Women's Apparel,56.0,112,627,238,Online,2021,2021-02
Sports Direct,Tennessee,Women's Athletic Footwear,23.0,112,258,167,Online,2021,2021-03
Foot Locker,Nebraska,Men's Street Footwear,38.0,112,426,230,Online,2021,2021-07
Amazon,Alaska,Men's Athletic Footwear,55.0,112,616,308,Online,2021,2021-06
Amazon,Alaska,Men's Athletic Footwear,60.0,112,672,316,Online,2021,2021-12
Walmart,Florida,Women's Street Footwear,55.0,112,616,253,Online,2021,2021-10
Kohl's,Wyoming,Women's Athletic Footwear,33.0,112,370,174,Online,2021,2021-03
Sports Direct,Michigan,Men's Apparel,48.0,112,538,296,Online,2021,2021-10
West Gear,Utah,Women's Street Footwear,18.0,112,202,101,Online,2021,2021-03
West Gear,Utah,Women's Apparel,24.0,112,269,161,Online,2021,2021-04
West Gear,Utah,Men's Athletic Footwear,24.0,112,269,132,Online,2021,2021-06
West Gear,Utah,Women's Athletic Footwear,27.0,112,302,154,Online,2021,2021-12
West Gear,Utah,Men's Apparel,38.0,112,426,213,Online,2021,2021-12
West Gear,Oregon,Women's Street Footwear,43.0,112,482,260,Online,2021,2021-01
West Gear,Louisiana,Women's Street Footwear,49.0,112,549,280,Online,2021,2021-05
West Gear,Louisiana,Men's Street Footwear,34.0,112,381,206,Online,2021,2021-10
Foot Locker,Arizona,Women's Athletic Footwear,52.0,112,582,285,Online,2021,2021-08
Kohl's,New Mexico,Men's Athletic Footwear,51.0,112,571,303,Online,2021,2021-03
Kohl's,New Mexico,Women's Street Footwear,52.0,112,582,285,Online,2021,2021-03
Sports Direct,New Mexico,Men's Athletic Footwear,37.0,112,414,228,Online,2021,2021-02
Amazon,Ohio,Women's Athletic Footwear,29.0,112,325,166,Online,2021,2021-10
West Gear,Arkansas,Men's Apparel,64.0,112,717,351,Online,2021,2021-12
Foot Locker,Kansas,Women's Apparel,68.0,112,762,350,Online,2021,2021-12
Foot Locker,Iowa,Men's Street Footwear,43.0,112,482,197,Online,2021,2021-10
West Gear,Iowa,Men's Street Footwear,41.0,112,459,202,Online,2021,2021-11
West Gear,West Virginia,Women's Street Footwear,50.0,112,560,297,Online,2021,2021-12
Sports Direct,Connecticut,Men's Athletic Footwear,48.0,112,538,285,Online,2021,2021-07
Foot Locker,Connecticut,Women's Apparel,67.0,112,750,345,Online,2021,2021-12
Amazon,Massachusetts,Women's Apparel,65.0,112,728,320,Online,2021,2021-12
Foot Locker,Virginia,Women's Street Footwear,43.0,112,482,197,Outlet,2021,2021-03
West Gear,Oregon,Women's Street Footwear,41.0,112,459,174,Outlet,2021,2021-03
West Gear,Louisiana,Men's Apparel,39.0,112,437,210,Outlet,2021,2021-10
Foot Locker,Idaho,Women's Athletic Footwear,26.0,112,291,137,Outlet,2021,2021-03
Kohl's,New Mexico,Women's Athletic Footwear,35.0,112,392,165,Outlet,2021,2021-10
Sports Direct,Georgia,Women's Apparel,40.0,112,448,130,Outlet,2021,2021-03
Sports Direct,Georgia,Women's Apparel,56.0,112,627,176,Outlet,2021,2021-04
Sports Direct,Mississippi,Men's Athletic Footwear,17.0,112,190,74,Outlet,2021,2021-02
Walmart,Arkansas,Women's Street Footwear,8.0,112,90,40,Outlet,2021,2021-03
Walmart,Arkansas,Women's Apparel,20.0,112,224,103,Outlet,2021,2021-03
West Gear,Oklahoma,Women's Apparel,14.0,112,157,72,Outlet,2021,2021-02
West Gear,Oklahoma,Men's Athletic Footwear,14.0,112,157,66,Outlet,2021,2021-10
Sports Direct,Massachusetts,Men's Athletic Footwear,33.0,112,370,118,Outlet,2021,2021-08
Amazon,Massachusetts,Women's Street Footwear,36.0,112,403,109,Outlet,2021,2021-12
Sports Direct,Texas,Women's Athletic Footwear,41.0,111,455,273,Online,2021,2021-10
Foot Locker,Texas,Men's Street Footwear,44.0,111,488,342,Online,2021,2021-10
West Gear,Nevada,Women's Athletic Footwear,58.0,111,644,328,Online,2020,2020-02
West Gear,Colorado,Men's Athletic Footwear,38.0,111,422,127,Online,2020,2020-03
West Gear,Washington,Men's Apparel,72.0,111,799,320,Online,2020,2020-07
Kohl's,Montana,Women's Street Footwear,44.0,111,488,269,Online,2021,2021-01
Sports Direct,Tennessee,Women's Apparel,33.0,111,366,242,Online,2021,2021-03
Sports Direct,Alabama,Men's Apparel,48.0,111,533,314,Online,2021,2021-10
Amazon,Alaska,Men's Athletic Footwear,59.0,111,655,308,Online,2021,2021-07
Sports Direct,Hawaii,Men's Athletic Footwear,49.0,111,544,190,Online,2021,2021-02
Sports Direct,Hawaii,Women's Street Footwear,49.0,111,544,218,Online,2021,2021-02
Foot Locker,Virginia,Women's Athletic Footwear,66.0,111,733,359,Online,2021,2021-08
Foot Locker,Virginia,Men's Apparel,73.0,111,810,446,Online,2021,2021-11
